problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-419/trial_T20190909_014042_055607,place a rinsed towel inside a tub.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation bathroom)
(GotoLocation tub)
(FillObject tub)
(GotoLocation cabinet)
(PickupObject towel)
(GotoLocation tub)
(PutObject towel tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-419/trial_T20190909_014042_055607,place a rinsed towel inside a tub.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation sink)
(PickupObject towel)
(GotoLocation tub)
(PutObject towel tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-419/trial_T20190909_014042_055607,place a rinsed towel inside a tub.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation bathroom)
(PickupObject towel)
(GotoLocation tub)
(PutObject towel tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-419/trial_T20190909_014042_055607,place a rinsed towel inside a tub.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation closet)
(PickupObject towel)
(GotoLocation bathroom)
(GotoLocation tub)
(FillObject tub)
(GotoLocation closet)
(PutObject towel tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-419/trial_T20190909_014042_055607,place a rinsed towel inside a tub.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation linenCloset)
(PickupObject towel)
(GotoLocation bathroom)
(GotoLocation tub)
(PutObject towel tub)
"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-2/trial_T20190908_105707_315068,put a heated slice of bread in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation drawer)
(PutObject butterknife drawer)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(HeatObject bread)
(GotoLocation garbagecan)
(PutObject bread garbagecan)","(GotoLocation kitchen)
(PickupObject breadslice)
(GotoLocation toaster)
(ToastObject breadslice toaster)
(GotoLocation trashcan)
(PutObject breadslice trashcan)
"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-2/trial_T20190908_105707_315068,put a heated slice of bread in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation drawer)
(PutObject butterknife drawer)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(HeatObject bread)
(GotoLocation garbagecan)
(PutObject bread garbagecan)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation toaster)
(ToastObject bread toaster)
(GotoLocation trashcan)
(PutObject bread trashcan)
"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-2/trial_T20190908_105707_315068,put a heated slice of bread in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation drawer)
(PutObject butterknife drawer)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(HeatObject bread)
(GotoLocation garbagecan)
(PutObject bread garbagecan)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation toaster)
(ToastObject bread toaster)
(GotoLocation trashcan)
(PutObject bread trashcan)
"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-2/trial_T20190908_105707_315068,put a heated slice of bread in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation drawer)
(PutObject butterknife drawer)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(HeatObject bread)
(GotoLocation garbagecan)
(PutObject bread garbagecan)","(GotoLocation toaster)
(PickupObject bread)
(GotoLocation trashcan)
(PutObject bread trashcan)
"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-2/trial_T20190908_105707_315068,put a heated slice of bread in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation drawer)
(PutObject butterknife drawer)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(HeatObject bread)
(GotoLocation garbagecan)
(PutObject bread garbagecan)","(GotoLocation toaster)
(PutObject bread toaster)
(ActivateObject toaster)
(GotoLocation trashcan)
(PutObject toast trashcan)
"
